5.693297556425593736e-02,5.756564938981657137e-02,5.730633752666755565e-02,5.736086108193086397e-02,5.736459333346560080e-02,5.741696412935269611e-02,5.715715335100227806e-02,5.741658812806483408e-02,5.742821179131885057e-02,5.710999967802272981e-02,5.746481781597190253e-02,5.738617552347667627e-02,5.730828849807653030e-02,5.736793868392636025e-02,5.725719511888669594e-02,5.733667790887261861e-02,5.753818890916172213e-02,5.760370874782544393e-02,5.724938373447122780e-02,5.714162720707614135e-02,5.717492521138557021e-02,5.711027236516048877e-02,5.720550546828056387e-02,5.735892589959751958e-02,5.729928013625938676e-02,5.694674016975829339e-02,5.720032344886642750e-02,5.732659445626671346e-02,5.747918166576378163e-02,5.740115222868905770e-02,5.740425090698005051e-02,5.709931076987697501e-02,5.758199535634034999e-02,5.714005167368638866e-02,5.751541843399606696e-02,5.737109977936031419e-02,5.710619967669227498e-02,5.667608188705670208e-02,5.722321793461112444e-02,5.706994462010096802e-02,5.716772556410502221e-02,5.699607910038721748e-02,5.712108729315896333e-02,5.695777967516076068e-02,5.744082445479985893e-02,5.724643568381188735e-02,5.752545435594735856e-02,5.712945914100805989e-02,5.727419274169604640e-02,5.749670371929382906e-02
5.726843912482033200e-02,5.708285276509956346e-02,5.698259648801877464e-02,5.714022170853411825e-02,5.749952281994531733e-02,5.773171776175548692e-02,5.732048495174384833e-02,5.691827946454087322e-02,5.736875671317173686e-02,5.729385863856700095e-02,5.729937832124566005e-02,5.721086410384317034e-02,5.708155862831389843e-02,5.709101395965375525e-02,5.735544611718070701e-02,5.707219001539502734e-02,5.711199063861326780e-02,5.738208428226933278e-02,5.708229847031869031e-02,5.744360066573302864e-02,5.718237511825078473e-02,5.711850332160722105e-02,5.701244684936236651e-02,5.758620132790049501e-02,5.754681188612565529e-02,5.712656173572137203e-02,5.702777136877774933e-02,5.739170066617671484e-02,5.765947340333162086e-02,5.708376040956655156e-02,5.723401920742678811e-02,5.694751426514686049e-02,5.712227134644824039e-02,5.707788750410974776e-02,5.747978300739309265e-02,5.730443503647807135e-02,5.706731549058939590e-02,5.718972713952748255e-02,5.707375123843427128e-02,5.728770800088387599e-02,5.705781546961957718e-02,5.767869152156054197e-02,5.730097070754781863e-02,5.720244192342692491e-02,5.730075876623915571e-02,5.712442867386149925e-02,5.703901466165484102e-02,5.726028092051616697e-02,5.748834084305252945e-02,5.725181709587711526e-02
5.734465043183688965e-02,5.735559293779824569e-02,5.675855892443446710e-02,5.718394118140466414e-02,5.695182615742348103e-02,5.722846895213858781e-02,5.725096185709046409e-02,5.726759292739626306e-02,5.737247967332251980e-02,5.722305780236393996e-02,5.715645174927912880e-02,5.699378274303898428e-02,5.712328295843104725e-02,5.742469466264606831e-02,5.702494062673765102e-02,5.703838584042524723e-02,5.733534122394248755e-02,5.743768689914995756e-02,5.718649672711194343e-02,5.719850810682448883e-02,5.674088970426737627e-02,5.730965025096105420e-02,5.726872693494251820e-02,5.757690451684942257e-02,5.718685609111637258e-02,5.700822457826452277e-02,5.723374755847958351e-02,5.745298704075813001e-02,5.711061753113163414e-02,5.715626977279487236e-02,5.739591272721084741e-02,5.761772749266846211e-02,5.703319214491521516e-02,5.719494141194180620e-02,5.722300441146301736e-02,5.738841485939912695e-02,5.727713765439790966e-02,5.739303214331614028e-02,5.719897068205975071e-02,5.733684021678786547e-02,5.698582450388201687e-02,5.728073701697425357e-02,5.751736360853269142e-02,5.760680190637035292e-02,5.722736875891790836e-02,5.706323936823839982e-02,5.728913256306568391e-02,5.714043963377329199e-02,5.732554345676346697e-02,5.732817940465594064e-02
5.700552510594419225e-02,5.717464636635374159e-02,5.690098666803515559e-02,5.722224543989925388e-02,5.730596183701990032e-02,5.727968548205858434e-02,5.702694809065710080e-02,5.729599724401240879e-02,5.698402615430897544e-02,5.753580407403582897e-02,5.700019968930181147e-02,5.710240055209694909e-02,5.727934199310225072e-02,5.700590589745126169e-02,5.714680922779383221e-02,5.692996486405767220e-02,5.744011427068649450e-02,5.720149439494950916e-02,5.723940652899155851e-02,5.710208020114686950e-02,5.685593101001571587e-02,5.703397226321364755e-02,5.704748102964797563e-02,5.682915667183496139e-02,5.732022952967936319e-02,5.707373848283546491e-02,5.733427786872521970e-02,5.728946842679025209e-02,5.705895868768035700e-02,5.700244373648269414e-02,5.728687927615629116e-02,5.713278349551634272e-02,5.711120471786147040e-02,5.737180720072543316e-02,5.742279055618343397e-02,5.722265923984086455e-02,5.720416767564709404e-02,5.729984198061906925e-02,5.708037495402298184e-02,5.709182752154298018e-02,5.716937796372485725e-02,5.734555398007599308e-02,5.718476000169402801e-02,5.723636125474832609e-02,5.725187311365143028e-02,5.707509810748689211e-02,5.741291761702104618e-02,5.746846945472714602e-02,5.721787460461398578e-02,5.718166010589351145e-02
5.688684719504107784e-02,5.739909445779289160e-02,5.722843655660143913e-02,5.701583269961394557e-02,5.694873835353161245e-02,5.757994824061195283e-02,5.700841048697515012e-02,5.690394029560656708e-02,5.708227440321111956e-02,5.720175566392413785e-02,5.709132675936417350e-02,5.702163865783023422e-02,5.711481869179766552e-02,5.713378816938684268e-02,5.703342044665528354e-02,5.716912236381536949e-02,5.709472518219259329e-02,5.697063596106478195e-02,5.711034516952936957e-02,5.709307572746014775e-02,5.707636158401009630e-02,5.719985649775275599e-02,5.704961681482407371e-02,5.744417258564119694e-02,5.706220028916199338e-02,5.693822864081474894e-02,5.706282003322703245e-02,5.714685369251629177e-02,5.707650458581031011e-02,5.721406435712117489e-02,5.696598469852546393e-02,5.723813465441416476e-02,5.704535118902957086e-02,5.704805906815223204e-02,5.694466769441019344e-02,5.671702305100589231e-02,5.710242453466674722e-02,5.722936396458512542e-02,5.700824388543228316e-02,5.733813475849953295e-02,5.725078558522397193e-02,5.689971201996321670e-02,5.734370864616658570e-02,5.684681642532855156e-02,5.694307060136858528e-02,5.740526994660537924e-02,5.722267884920280434e-02,5.716741450563096738e-02,5.700999066024761697e-02,5.720989034191061029e-02
5.711830315944128184e-02,5.735756199941635658e-02,5.721378828978396919e-02,5.702035165470217132e-02,5.688799119637291679e-02,5.694440667105730991e-02,5.708442987188607626e-02,5.686688822302096019e-02,5.692555021817742589e-02,5.664676862339932534e-02,5.671740260037164139e-02,5.699059039846466473e-02,5.697379915724896937e-02,5.711273141261707237e-02,5.702070357195136024e-02,5.711925983297516662e-02,5.685979065392264553e-02,5.710669553718098618e-02,5.710790348198836047e-02,5.696511242546881820e-02,5.677597532806145930e-02,5.713255801872284267e-02,5.684984362473915337e-02,5.721420476901969976e-02,5.701611367261407576e-02,5.682997134188285532e-02,5.720333611794471695e-02,5.681474323478512278e-02,5.723892173050276755e-02,5.711987596839488562e-02,5.687630427242852671e-02,5.685765007438034480e-02,5.734690675990184588e-02,5.693833445520254943e-02,5.710069337531023526e-02,5.678501251315120485e-02,5.687182279651916555e-02,5.712136335009103394e-02,5.723209654558980564e-02,5.712256213091011087e-02,5.716946588473211660e-02,5.729253831701430766e-02,5.689378348384323963e-02,5.657917469841913793e-02,5.687853776560891639e-02,5.715475503215983882e-02,5.696548076020115786e-02,5.676576681637510863e-02,5.712117276469686616e-02,5.697311531171984217e-02
5.682421086981698927e-02,5.689994158333976787e-02,5.704753572909695980e-02,5.661561531863380098e-02,5.693721175494819570e-02,5.695773426649129029e-02,5.693689898062839760e-02,5.672528620337577432e-02,5.685076066868406663e-02,5.670343028240386329e-02,5.685198893882813936e-02,5.678361271045781478e-02,5.692797823542249808e-02,5.667612414275033372e-02,5.688661637883704603e-02,5.663227916293582520e-02,5.686694829292679443e-02,5.671334029736087301e-02,5.681163776957299377e-02,5.691525289229976137e-02,5.703857814777874014e-02,5.684364056360988182e-02,5.686603756283964417e-02,5.696413132100830445e-02,5.672310167782522450e-02,5.701074918550391030e-02,5.665257969222375900e-02,5.649114751901421205e-02,5.699994584290648397e-02,5.691455033832550081e-02,5.673060615410934621e-02,5.705140025162613870e-02,5.690717487862416435e-02,5.682223875387738821e-02,5.682190949494797527e-02,5.660557293897145598e-02,5.705324905836935828e-02,5.694818114910445844e-02,5.698961431594612437e-02,5.680542317222473520e-02,5.709469997043472439e-02,5.704045040929604099e-02,5.686755684452569209e-02,5.680331364070011213e-02,5.686280245840778097e-02,5.659059819524525636e-02,5.678637378705279903e-02,5.680416932011145281e-02,5.712283187870690476e-02,5.646313219674751332e-02
5.666528998889488328e-02,5.662036326925119073e-02,5.643184951951596418e-02,5.640376828158299299e-02,5.665033730164650144e-02,5.681490662993474161e-02,5.678195988793729998e-02,5.690185864206638577e-02,5.653037014631082102e-02,5.650489518817149864e-02,5.663177043194741328e-02,5.690533289781534582e-02,5.658746492094156311e-02,5.674754251273204236e-02,5.665651288644945466e-02,5.643385727668451257e-02,5.686361120456309010e-02,5.671642774322278868e-02,5.673305318937741509e-02,5.687695041623719305e-02,5.666793203212226737e-02,5.660597254373186255e-02,5.681169782329598128e-02,5.679546340923862652e-02,5.700954836304952117e-02,5.664322797532152926e-02,5.640058630939667750e-02,5.673638837828560294e-02,5.692337676177967876e-02,5.688169597180258580e-02,5.683276895110941224e-02,5.662925292122215903e-02,5.668283417704829408e-02,5.680167798745378027e-02,5.682180102619908274e-02,5.637695078614708699e-02,5.680529621167517557e-02,5.653378274133020326e-02,5.650694435545660504e-02,5.653958929460819322e-02,5.668817306172278109e-02,5.685357566108169280e-02,5.665545276353758236e-02,5.649945951295717167e-02,5.695439042090451320e-02,5.666583124407583577e-02,5.664010652804446488e-02,5.669219660744542061e-02,5.662732575728544188e-02,5.694517445097423136e-02
5.648897912554005224e-02,5.618533284831429137e-02,5.651573363404330946e-02,5.674212479616021210e-02,5.628928040615345518e-02,5.648848348143450937e-02,5.676918913047104137e-02,5.663988506826083541e-02,5.674833378599329625e-02,5.656802688891873071e-02,5.657619744365192244e-02,5.667625406564529011e-02,5.644733769456955486e-02,5.651821483785723216e-02,5.665084579402588499e-02,5.659608529694763746e-02,5.622572171339459274e-02,5.623710835640829270e-02,5.621811209067818088e-02,5.664885556895853796e-02,5.660645566087885161e-02,5.661990641660943208e-02,5.661346246607511234e-02,5.663228723006452636e-02,5.658484081689443834e-02,5.669464744227351721e-02,5.659276340414676892e-02,5.653797381746081263e-02,5.659513056517090357e-02,5.660244672246093900e-02,5.688642207950859314e-02,5.644019153513394477e-02,5.648670208652313562e-02,5.655238431300602109e-02,5.678429225530233493e-02,5.652863979453474214e-02,5.670884470909599850e-02,5.648279033731447990e-02,5.668059768414324823e-02,5.644411264938142825e-02,5.650583896540906786e-02,5.620646672754503470e-02,5.665468238430143577e-02,5.649421810988742437e-02,5.646305375664021492e-02,5.637242324681222133e-02,5.660507006048664386e-02,5.670338071422122150e-02,5.674020412217757603e-02,5.611571168208752403e-02
5.641356339596873687e-02,5.638732327479526601e-02,5.640401713064598088e-02,5.652031213959227834e-02,5.653027785691946971e-02,5.628984572073045256e-02,5.631140996658234865e-02,5.617219739400249739e-02,5.636558332827575762e-02,5.605280450398369280e-02,5.636762715106440058e-02,5.625432726284092938e-02,5.628178303481337630e-02,5.642192992640715499e-02,5.635699118482863368e-02,5.642464733278226147e-02,5.628308849374750317e-02,5.588767052894888510e-02,5.668629041882897873e-02,5.602196370327173353e-02,5.627432147549547847e-02,5.654739666826433947e-02,5.626656827514835146e-02,5.652085790501856777e-02,5.616218614984952451e-02,5.660060141820388163e-02,5.649504033576865925e-02,5.638486692134928036e-02,5.662003093234890122e-02,5.663046503904643064e-02,5.628211370606957947e-02,5.653910937828442868e-02,5.617732248583400673e-02,5.652146263809672277e-02,5.651803921845682116e-02,5.628671750237738275e-02,5.647092230862445217e-02,5.627441248807764362e-02,5.629629790303743164e-02,5.648519760013074459e-02,5.642437760470007946e-02,5.643930375816547107e-02,5.663726891802291913e-02,5.656272600215715707e-02,5.643108970986539935e-02,5.647523533765232834e-02,5.615878011788091873e-02,5.647496538151305229e-02,5.619087832457485970e-02,5.633385514493866042e-02
