0,65,0.25856597165308537
0,68,0.39406578984601154
0,92,0.41912641201842393
0,91,0.06102552534052591
0,44,0.21998701362121434
0,50,0.23906214235437256
1,14,0.33207732352079716
1,30,0.16733506594879652
1,19,0.13302366405580945
1,51,0.2272591672471945
1,33,0.32748571147395095
2,54,0.24186522079554001
2,81,0.1727988302208555
2,92,0.2642543030483607
2,5,0.17728662964884
3,69,0.31732120645111705
3,25,0.23735759657376446
3,26,0.334607939328436
3,29,0.11308317937187522
3,89,0.2710611654384826
3,28,0.3272073094774472
4,44,0.24957359402912402
4,77,0.38508025864706946
4,65,0.06448583157609153
4,9,0.2387927725142815
5,92,0.3670029763090184
5,88,0.21124478917823478
5,58,0.22862477927945263
5,81,0.26995063893362065
5,97,0.3088611240204946
5,11,0.30548260033930935
5,55,0.3260915420581224
6,70,0.25168766747904986
6,87,0.3823555341505327
6,74,0.10991980897443537
6,34,0.3893901527545093
7,31,0.19830492205610026
7,94,0.3408530340059792
7,23,0.06650713903967324
7,48,0.07817342377267301
7,61,0.3354322945913131
7,39,0.07986518159080842
8,93,0.3883960839298347
8,71,0.3455082060143746
8,14,0.23949558970580279
8,85,0.16238490371910197
8,42,0.1604070396449634
8,79,0.3474978580826672
8,34,0.23880476371985102
9,92,0.28650501782162063
9,65,0.23628550047769395
9,77,0.2202826705165112
9,13,0.10837841514858129
9,54,0.3034014744013679
10,45,0.18078997105612923
10,78,0.35311336714428787
10,84,0.23326518994926454
10,17,0.28742699802828553
11,55,0.39930624123644154
11,54,0.3544144783231589
11,24,0.08694055574856663
11,81,0.05122775186911494
12,49,0.10568859938034918
12,57,0.17636262663780364
12,58,0.055390565007759504
12,88,0.08094224286123564
12,16,0.08950070589278722
13,99,0.13329974461805072
13,77,0.1695650975320934
13,54,0.26592347274558753
14,30,0.2230396542159648
14,34,0.04507428192236493
14,93,0.4915231889978341
14,33,0.4177808429508652
14,47,0.41254027753280265
15,62,0.41744981564474093
15,44,0.13615018022086053
15,50,0.2233078717444779
15,82,0.2350988905203058
15,43,0.12854607692763706
16,29,0.33001493607410143
16,71,0.3371192508714485
16,49,0.07536632857486235
16,88,0.1582512655736314
16,89,0.3086588038665161
16,67,0.2848743037766711
17,90,0.49354314585439285
17,45,0.22178334324523166
17,46,0.34096074863359094
17,53,0.273538734543541
17,56,0.19448853947329256
17,84,0.18012351740870983
17,86,0.1803635191311397
17,63,0.41575952839608515
18,20,0.24229573887070183
18,90,0.3000410578655253
18,38,0.08004622303298907
18,69,0.2377683553261771
18,21,0.3073968994971785
18,75,0.3696744787389658
18,25,0.3839559693159706
19,51,0.28708236433651285
19,30,0.20736233459359213
19,74,0.2803281777811523
19,72,0.27041162699024285
20,90,0.5014599967625705
20,98,0.17185178872058796
20,38,0.18373718423408608
20,75,0.256757357688426
20,83,0.22705181634855717
21,90,0.21477565109797564
21,69,0.18187708642755376
21,46,0.22411050582630487
21,56,0.33397182525160174
21,53,0.25941325343093075
21,52,0.24199735216696855
21,63,0.21628674442217738
22,26,0.30367278441944473
22,32,0.07259141515770606
22,73,0.26579249468405486
22,60,0.1450926355570935
22,35,0.10135053856700595
23,80,0.13784909702027565
23,48,0.09872323870123206
23,98,0.2813185534376032
23,39,0.017623204787199784
24,78,0.5390617398472731
24,40,0.38423902154917833
24,55,0.4193632963945163
24,54,0.41779433646668174
25,69,0.3414206009802119
25,27,0.09337936570559699
25,75,0.27229657944846214
25,26,0.3565962072937377
26,29,0.2754989065309654
26,27,0.333522751838245
26,32,0.2935658508075789
26,73,0.19011888530251198
26,71,0.18635533130217855
27,75,0.23876081872939606
27,96,0.23949838327828207
27,31,0.25751175939775883
27,32,0.24462847151255188
28,52,0.16520285821084954
28,67,0.17852062224532902
28,69,0.36159717851069956
28,55,0.3663168348450099
28,36,0.15828868602229862
28,89,0.1114088759550084
29,71,0.284288548440287
29,89,0.26330959998219583
30,34,0.22637970984078873
30,74,0.20968582485073703
31,94,0.30061064073901345
31,32,0.2801680434080917
31,96,0.10480833029564389
31,48,0.19363962647412114
32,94,0.27309130893631706
32,60,0.19123175963602015
33,51,0.2718788482166292
33,82,0.16061212656618432
33,50,0.19093114331330271
33,47,0.10124507669011107
34,70,0.35869724123242225
34,64,0.32085432315055595
34,74,0.3538143081283517
34,79,0.3781030960774594
35,73,0.2352556333895126
35,60,0.13881329331171413
35,95,0.172573541283351
35,79,0.2773097895679656
35,42,0.23263452859633924
36,45,0.4084208475034137
36,55,0.46383466702555987
36,78,0.568838918694251
36,56,0.41166640943449656
36,52,0.012621382490300977
37,94,0.13876107506527338
37,61,0.09955863502302333
37,87,0.513371395170563
37,95,0.22051088553618226
37,76,0.3045906314114374
38,90,0.3222641378870469
39,76,0.37475101805733574
39,66,0.36529072603686347
39,80,0.12368724729889065
39,61,0.3609944762561081
40,78,0.16949842717423153
40,55,0.25536174322777755
41,80,0.29859952871400125
41,98,0.6096200489235474
41,90,1.2767291214237217
41,66,0.18720422506818274
42,73,0.09734038313432473
42,85,0.060476635271912715
42,79,0.2645948317318306
43,44,0.14385158084423388
43,50,0.17768831599535267
43,91,0.06850426032405804
44,77,0.6263061472067885
44,65,0.25507450513926694
44,91,0.17802808264163725
45,56,0.15128354172032918
45,78,0.4511395491249521
46,53,0.078339946492232
46,63,0.0833155782815433
47,93,0.3578391683545926
47,68,0.27797803206388955
47,50,0.19689749348046603
48,83,0.12874762452418825
48,98,0.2206486381407514
48,96,0.19544150342087502
49,71,0.3099993059895666
49,57,0.10514318639906857
50,82,0.08433336004340507
50,68,0.3833063999361208
50,91,0.2006596935381231
51,62,0.08765907589904043
51,82,0.2940984430904234
52,69,0.269424300214539
52,56,0.4095207078662612
53,56,0.11089317904500778
54,99,0.27940267292123766
54,81,0.31374507139105196
54,92,0.2199121212573211
55,78,0.3861522268027617
55,67,0.24116699254827353
55,97,0.030480816596768365
57,93,0.21066456023329558
57,71,0.3193324680331711
57,68,0.25367556520868345
57,92,0.5370797059547575
57,58,0.2067886438295844
58,88,0.04304337560868974
58,92,0.4861247658906089
59,87,0.18474679532038182
59,64,0.14279367248115005
59,79,0.06261777101920857
59,95,0.24126556346325706
60,94,0.13557461283010608
60,95,0.12444114848021513
61,76,0.2283919602366927
61,94,0.1558567432390317
62,82,0.2814179824450916
63,90,0.07819054857866513
64,70,0.11135320004537974
64,87,0.1645718278825499
64,79,0.15238947582395623
65,92,0.332318919038722
66,76,0.15858192585880654
66,80,0.314366164076071
67,97,0.21751114860256868
67,88,0.27662598143487127
67,89,0.1430645328747332
68,93,0.12314489887471544
68,92,0.5679237471007088
70,87,0.14859194628379593
71,93,0.28165345167380557
71,85,0.29381003514580134
71,73,0.27605225729839467
72,74,0.08216668498060477
73,85,0.0495024519446212
75,83,0.12184309509503244
75,96,0.05024406949360547
76,87,0.7640680257279792
77,99,0.18916320858126498
78,86,0.5990623787370397
78,84,0.5774720363177572
79,95,0.24311546030973233
80,98,0.3246695917440777
83,96,0.12430235362074714
83,98,0.16435920030459014
84,86,0.021729501257753712
87,95,0.3877092518549585
88,97,0.3127697256678725
90,98,0.6688968437201598
94,95,0.20626671177877098
