vertex1,x,y
0,0.7,1.2864899029356639e-08
1,0.4949747437567525,0.4949747381941133
2,-1.2170432807568643e-08,0.6999999944373608
3,-0.4949747069016761,0.4949747381941133
4,-0.6999999631449236,-4.833104296108991e-08
5,-0.49497474862492635,-0.494974670741065
6,2.6774954414860573e-08,-0.6999999687075628
7,0.494974660310252,-0.4949747959108157
8,0.2955443567264959,-0.8114281624730704
9,-0.6190373596895307,-0.05739190682760453
10,-0.11896248977646362,-0.6116118199614129
11,0.7415580288127255,-0.43148954361960445
12,-0.1453121480149835,-0.3252913060236384
13,0.990927506956697,-0.3067022004854727
14,-0.47087964320859954,0.8135782676859673
15,-0.6852403085844221,0.8363949695419728
16,0.13703872228222713,-0.5536449708849451
17,-0.4960123241968444,0.42191246705342556
18,-0.9212627487276188,0.43091113012336035
19,-0.3801771357356063,0.6165035406255248
20,-0.7500990490523591,-0.5016988634973631
21,-0.12197249535180865,0.7584173931405607
22,-0.43180899362011993,0.6875756041655183
23,-0.7958933033989184,-0.6528341105047855
24,-0.6840857618326373,0.22596698532136061
25,-0.22266320894841884,0.7269201330742021
26,-0.028315555864025344,0.6759218487916927
27,-0.5193307065035335,0.8626138723811938
28,0.26977074097539866,0.01128894181685447
29,0.21767405392908934,0.8341864418676814
30,-0.3149050446541777,-0.5083412441981789
31,-0.5091582562861847,0.9454591404850106
32,-0.3250082378706658,0.7677763729421694
33,-0.7250937147891083,-0.13876125035043785
34,0.23849873021636525,0.9270269492310137
35,0.3545989228743678,-0.9960813218701958
36,0.5202859319137512,0.2996115872205749
37,-0.6296908862069182,0.24090322967097233
38,0.851268020846637,-0.9909667144140419
39,0.948799687535925,-0.4075675393462288
40,0.21501026009796886,-0.4448518717545711
41,0.46177243622556596,0.03167283051317993
42,-0.47415083488129817,0.006838973243072477
43,-0.2967281716613692,-0.5006738822148957
44,0.18559249853669946,0.27649355578144674
45,-0.7190250367887354,0.8583170550024297
46,-0.9866960030981808,-0.4461301203414174
47,-0.31330564862281673,-0.8671200270951831
48,-0.8199941063880787,0.6948763121546813
49,-0.27632612257964184,-0.2694994508693407
50,0.37721222541547506,0.4485659941694842
51,0.41503634230024344,-0.06215801484328298
52,0.413365888250959,0.8478953707635581
53,-0.7303505287041336,0.1496684851356722
54,0.7574673949017237,0.9314074733029616
55,-0.8241038725835281,0.8996496982913147
56,0.4529088529131131,0.44928806764301155
57,-0.7048550768848358,0.15165885853441208
