vertex1,vertex2,edge_weight
0,47,91.86375923666326
0,49,68.88990317283263
0,89,32.13552179403007
0,16,4.1840826776680276
0,79,52.071531755097
0,93,36.008048899881025
1,23,22.628448108025207
1,46,21.532289598331293
1,70,19.827377873838863
1,61,10.106750859696136
1,91,20.52351726357401
1,45,22.69170407455221
2,9,10.044796678017024
2,49,4.956533448910453
2,32,25.216204960974025
3,19,1.1503704719188277
3,46,25.486264287559283
3,45,27.708086868716535
3,94,28.643004379500493
3,83,24.482976789258217
3,59,30.46863159307927
4,21,30.542071745923522
4,79,24.217819847810695
4,51,19.02134912819289
4,84,0.3484889070840799
4,31,23.195067304711618
5,68,55.665593869634336
5,95,13.888274689008664
5,47,11.247665949578103
5,12,1.7420433414101
6,10,37.817849637489516
6,50,44.23249768427918
6,7,16.72342666751526
6,98,16.023799837124066
6,54,22.526090737383203
6,75,14.553153026402324
7,87,19.55290040286968
7,90,6.201516915284069
7,98,26.383310388673692
7,75,18.158342461955364
8,74,25.331839089490167
8,92,6.850996418535186
8,68,23.18003167432973
8,22,8.906936787704616
9,32,18.034777947370998
9,76,15.988809779056535
9,49,20.224564407552396
9,78,3.6853791890646215
9,29,14.345973324592343
10,98,30.713359430743374
10,38,40.605656167800305
10,50,39.23862803138828
10,25,13.460645306626228
10,96,39.61611586755277
11,23,37.76606045622083
11,91,23.761824281789035
11,81,26.81696966273755
11,44,27.129311362438703
11,57,33.60946278184737
11,15,30.87560158704761
11,36,34.91495157433491
11,37,39.985593191227586
11,63,46.09203297593463
12,47,11.057661649699893
12,48,25.63333872132875
12,68,54.23505933490482
12,73,16.01607074883374
13,60,38.606513067744416
13,40,10.961203820636168
13,22,18.64214139308545
13,14,30.923232959917595
13,64,20.7007427321109
13,80,26.38619323411062
14,20,12.853030195598523
14,64,17.258236595288448
14,80,33.022538626576974
14,66,12.151632104401884
15,99,20.155665276639397
15,97,30.12713774340236
15,57,16.49838558019719
15,81,18.235783462956853
16,89,32.88592593970235
16,79,48.80619396658913
16,58,29.798959558092076
16,51,19.218706833821994
17,27,10.799812305833887
17,58,14.116576355714122
17,88,11.526041507682105
17,37,6.890660715663414
17,56,5.234331031123131
18,28,46.71856096546581
18,39,4.2594868953020875
18,87,15.67612209444673
19,94,28.97705806566822
19,66,12.214586316813802
19,83,24.166069014458202
20,35,35.07811248189418
20,38,32.11514507969325
20,96,20.840130582529703
20,53,17.992914292189788
20,64,22.844911875054187
20,66,21.702948440744716
20,94,19.40329035866189
21,59,10.900301516130463
21,65,12.383815409787646
21,31,14.308361755465636
21,42,30.0763452800515
21,79,31.330796771129005
22,92,11.418532686536418
22,68,30.58109196593712
22,40,15.929262541222608
22,80,17.802072442110425
23,69,35.7832102595427
23,30,6.683638624721179
23,33,51.41959875317632
23,44,48.81506915337546
23,91,23.172284476848617
23,45,20.237000410468124
24,28,29.011964868728906
24,34,11.294424521013806
24,55,7.790853841760377
24,26,9.855872307751213
24,54,11.153771570741785
25,86,48.04458640529332
25,77,31.739854999963722
25,98,35.22089758227849
25,96,42.89940714803339
26,33,10.718026219900716
26,28,27.049236347490083
26,55,9.70724331049697
27,85,27.162846867811567
27,63,24.046439102159027
27,37,10.42350050181843
27,58,10.936850723716049
27,89,21.89538068421305
28,39,47.20262419555518
28,87,36.7673105803818
28,67,30.068681499289646
28,97,42.121705491292296
28,33,24.722832988646566
28,34,30.77618110410881
29,32,18.44280303641908
29,41,13.527353931661997
29,52,5.674993835294081
29,78,13.800233017251156
29,85,12.469912020361203
30,69,30.06997885658356
30,35,28.952585426692355
30,45,14.35539644069632
30,94,8.607787724897218
31,84,23.241026809391332
31,59,19.99330568936695
31,46,32.78566826224745
31,70,18.549725092388016
32,99,64.62959312408563
32,41,19.838980815082486
33,67,22.674024703618876
33,44,24.51976891704535
33,55,15.308666489158185
33,69,36.27780645930279
34,87,16.456411071571964
34,54,12.986753166603071
34,75,13.506244335248365
35,69,12.184120280810562
35,94,30.95885809641891
35,82,6.000709105225786
35,38,5.48511772745296
36,91,8.578488741454061
36,37,14.32339218827672
36,61,13.44987314696209
36,56,9.309257461383147
36,88,8.492470090231915
37,63,26.59870230162976
37,56,6.717072358180201
38,50,10.509458822284037
38,96,38.74533319232082
38,82,7.2862255003259335
39,97,72.29856520328109
40,72,72.78609428629792
40,68,43.44881917057095
40,60,43.259271635781054
40,62,47.12703083510711
41,99,48.4434329158767
41,52,11.467336925104526
41,57,33.33341555833689
42,71,5.916691447034313
42,65,30.863351191957648
42,79,9.247053835041426
42,48,15.021757055572651
43,59,20.41516859483741
43,74,10.799248349537073
43,65,20.14999805430504
43,80,18.281558296670944
43,92,18.928802726336535
43,83,16.19272903200273
44,81,6.279623348859356
44,67,4.075032475104776
45,46,6.1816693490455314
45,94,9.976766316761053
46,59,38.90856734182096
46,70,27.541338287916595
47,79,47.04648885695629
47,48,24.89472252452883
47,95,19.27451155365863
48,73,27.64854404569139
48,71,10.230600447105186
48,79,23.32476679531273
49,93,34.06278300495314
49,76,24.602490198741595
50,82,4.433612320525133
50,69,11.366796546494665
50,55,29.038895777764473
50,54,35.05863385270959
51,79,36.35400187647926
51,70,35.263757756122104
51,88,35.79275504076187
51,58,28.300907855212532
51,84,18.81658477469953
52,57,39.33650014642847
52,63,13.884374728997873
52,85,12.428809467248808
53,96,3.533989164563689
53,60,31.75271970382953
53,64,23.10298291564044
54,55,20.028679466622684
54,75,10.495182509406048
55,69,12.015252399419369
56,88,8.717237066596274
57,99,20.45905079013952
57,63,45.43391657251578
58,89,20.252445820008056
58,88,23.32273870190404
59,65,12.416506838716408
59,83,28.402296821050136
60,86,31.995572548849864
60,62,12.755307035973322
60,77,32.615319717005654
60,64,29.679537586969907
60,96,31.95660945455396
61,88,16.281992326879056
61,91,13.025827185929023
61,70,25.343860129676333
62,86,29.806508877073668
62,72,27.228593821681866
63,85,6.084330190572977
65,74,20.168160300089415
65,73,22.667196249835282
65,71,29.561079866131063
66,80,27.688850464372344
66,94,33.72745960219105
66,83,25.347965908357406
67,81,7.405785623461959
67,97,40.666180988310366
68,72,114.96334680268119
68,95,63.448337953542186
68,74,24.230559588422036
68,73,32.80424645938697
69,82,10.22960797084567
70,84,24.78723984840376
70,88,26.75357584042619
71,73,27.36596651613384
72,86,25.011737231157976
72,98,108.0173366271586
73,74,20.298213240950183
74,92,23.617038816476228
