vertex1,x,y
0,0.4874736299048912,0.05611684378424919
1,-0.17754527473667903,-0.4624058076660449
2,0.9973969636825737,-0.8565789582301346
3,-0.91287863885516,-0.5654851990122709
4,0.9421449172556393,0.9584763366399689
5,0.3098554695442719,0.7602133344128095
6,-0.5720765383184092,0.9440841883532471
7,-0.7144302997208707,-0.7977496236366834
8,-0.7755769215054542,0.14625584654512935
9,0.5619488014361047,-0.2666656442507338
10,0.955791975572253,-0.13115972376334106
11,-0.6991028984535674,-0.0680665036277266
12,0.3580743308448797,0.6644515610087574
13,-0.08246342008681418,0.18721365209833496
14,-0.4653105756822933,0.291833052811028
15,0.9719438879006874,-0.9018928548244123
16,0.7730613414103356,0.12456500553504557
17,-0.49580268087540014,0.9097794200185159
18,-0.03329139388220215,-0.33661949665322877
19,-0.6370047434583177,-0.5110955794866758
20,0.6656980831828851,0.22882001863433166
21,0.8264912389766321,-0.5360630956844283
22,-0.757722852302197,-0.98782493804882
23,0.0157240752319876,0.9966138607639763
24,0.3899305376372779,-0.38321081606970786
25,0.7537171660523434,0.5634445319759194
26,-0.9691696678469215,0.6337209610820449
27,-0.39894648552300804,-0.7006530708327978
28,-0.5473383205258509,-0.06284039124972196
29,-0.15026414586397796,-0.4222254012515465
30,-0.6555633555859346,0.5244615792843386
31,0.9802195674698342,0.5555831608393809
32,-0.4081260646569176,-0.5103820771757333
33,-0.5646682478681235,-0.7266098510219274
34,0.10266109938460244,0.21080074390668835
35,0.41100532132627454,0.3604267418673359
36,-0.41533337743323506,-0.3393779892063069
37,0.36302907088467573,-0.30110471843274333
38,-0.5747536207613739,-0.2513276926065209
39,-0.4558316848440447,-0.8233745575628444
40,0.6602778045533071,0.7062227783140727
41,-0.5604993996662411,-0.8704556009495965
42,0.477654874702359,-0.5769427482731726
43,-0.21312902112627952,-0.8717294955252335
44,-0.5474608304831297,0.5858045566592716
45,0.6087928938304037,-0.5858303502245792
46,-0.32817230978662093,-0.7315231618125129
47,-0.8516547394301552,0.9843434288968189
48,0.3111879024896784,0.08419301839663751
49,0.5309970008105991,0.6801543193754482
50,0.613429536089455,-0.9669211014202468
51,-0.626384203619003,0.3098106042356621
52,-0.24848130439207416,0.964965302122214
53,0.33080958527650806,0.913097817458413
54,-0.5971070367084124,0.7279140562300461
55,-0.3572953883695493,0.9791296164756136
56,-0.6846226558537054,0.03267963767665316
57,0.5856890676742439,-0.13471503879192825
58,-0.0638318796247066,0.9727115910114821
59,-0.14938369939769336,0.20814420119812715
60,-0.8909206786496986,0.68442016042052
61,0.296336097959087,-0.19195979427437293
62,-0.9676609200909605,0.1833376411870078
63,-0.9746843430316756,-0.9975927721819642
64,0.2321971242987093,-0.6219658653308915
65,-0.6162249005638094,0.3065431316654874
66,-0.8926056241212514,-0.3731888770508873
67,-0.7011361957159619,0.16035273959306773
68,0.32353030945479166,0.44227170719808706
69,-0.48953756616286914,-0.821500496726832
70,-0.8426326861162043,-0.14769690309855243
71,0.8916888181254301,-0.5645419315059508
72,-0.48651679731690134,-0.7982223957882821
73,0.2111405477878605,0.35974574789434977
74,0.28586241632152,0.7222604860895625
75,-0.027148329947856542,-0.7310859184658711
76,-0.4211897385911747,0.3248599468427036
77,0.2262439474831197,0.062006259485924975
78,0.36592883737737436,0.2747817007465987
79,0.7626497789299034,0.1720327549565932
80,0.5572027174011129,-0.5025856880670643
81,0.356365169178136,0.8043882367653514
82,-0.2285353442003335,0.5582083746772932
83,0.4495786023908708,-0.880947606256355
84,0.1630166192481446,-0.7396213015983952
85,0.9346383444611823,0.6228150054013124
86,-0.7805523975057598,-0.7564960047046432
87,0.1889477098252379,-0.31022165165363336
88,-0.9301882818537814,0.08328301566610619
89,-0.2243098006283062,-0.7978470152565147
90,0.6038407845119653,0.830153530557612
91,0.51318786802826,0.6448446200325546
92,-0.5670188654677653,-0.472854098162798
93,-0.5829449194016245,0.530126862731128
94,0.8958341578689941,0.4336744134678052
95,0.762933529759112,0.2773981897663451
96,-0.22468019888240187,-0.14847677013938965
97,-0.8493571356651903,-0.9370856095079478
98,0.3909512083781548,-0.12314221597763875
99,0.104430136109259,0.11532249524483262
