vertex1,x,y
0,0.7812807725612343,0.24515698044259748
1,0.9803969809247144,0.6387396358687172
2,-0.9113803775233476,-0.3588121858393645
3,0.1437514329419034,0.4429390757429743
4,0.10067299552388298,0.5722608449243636
5,-0.4346886944853108,-0.6321758975343499
6,-0.8921666324204598,0.14662748914304413
7,0.37719904135099047,-0.34770056576127684
8,0.22716836971175325,-0.8956855382933415
9,-0.8014133074063927,0.4035095445169967
10,-0.2638605895654025,0.3426680622060112
11,0.6634422405598361,0.7052448749522338
12,-0.6556647090710981,-0.027428855297306987
13,0.4678534472649729,0.5479611925338208
14,0.5693519614577551,-0.5436653312388311
15,-0.6149303645524533,0.18002493654739182
16,0.4821715954764394,-0.36172096893161343
17,-0.7905896862751569,0.43349276582015506
18,-0.400604337239991,-0.6672745513765563
19,-0.7045529432057367,-0.3701809049465674
20,0.185356131827491,-0.2831955226123668
21,-0.9586762968131368,-0.8061831306443779
22,-0.41899350560276183,0.31940896429418375
23,-0.8029698530629323,0.12131370700136368
24,-0.7602282583519915,-0.576769345301237
25,-0.6556229448884745,-0.865542728858379
26,0.3426596347731805,-0.07319290522793098
27,0.6621068817946765,-0.8022183200353661
28,-0.7105341333238555,-0.38708453729909875
29,0.5317319738776163,-0.3884823536886024
30,-0.18316258500261484,-0.3967928674056709
31,-0.8395514163979401,0.8788672457923747
32,0.09707798414237767,0.5756663763709935
33,0.31671418437059207,0.028508558123950145
34,-0.8206434866812398,0.2854670905406087
35,-0.6892592881263357,-0.17123366128744677
36,0.2582262869608607,0.5644580009442468
37,0.3700903514172391,0.34306705810925764
38,-0.701915581649585,-0.3077429198568242
39,-0.9141754546796117,0.43895378635292914
40,0.9051719626348382,-0.47177921964184844
41,-0.8246065816753814,-0.048859846492692816
42,0.7133964462551377,0.10394839054355942
43,-0.9064456996197734,0.9485444810558921
44,0.6572998199252014,-0.7368118458969797
45,0.8435955130070178,-0.09862342278962277
46,-0.25620401885011757,-0.07789333894562356
47,0.6691439137418944,0.31895935657357155
48,-0.8815030952005449,0.9152087422323418
49,-0.7044317330433645,0.49113590347070213
50,0.272273060856262,-0.6249439041068783
51,-0.6585358477739007,0.7406551874093841
52,-0.16061015300080572,0.30915302834827707
53,0.0081420077133465,0.45470703415191904
54,-0.041515249921338926,-0.42524016948886323
55,-0.27323325800700715,0.7181553889006853
56,-0.06393061415454593,-0.5731013355107815
57,0.8692107761545065,0.5932009129967539
58,-0.8886677078876017,0.9978859239610356
59,0.3898533928802046,-0.6794668019188261
60,-0.5256646374028071,0.38489096248309385
61,0.559522110558244,-0.5219281137003877
62,-0.48606229220145836,-0.3857586102558783
63,0.19603672967327346,-0.6563676433974461
64,-0.791513602230445,0.3577281781710271
65,0.5581958795863402,0.0018588088330109276
66,-0.27233457946322925,-0.13591457294704723
67,-0.22318433225609624,0.9199698164753505
68,0.5361798104382804,-0.5838255702997794
69,-0.23162169589203985,0.0880245827262196
70,0.22597172412737687,-0.06363220794246582
71,0.6202532700239183,0.5352120389164634
72,0.010315837256333449,0.7088587735634608
73,0.5021790608847718,0.5571636974412866
74,0.9128015588668332,-0.46706611758159466
75,-0.46470367526630163,0.7779045113812801
76,0.5444527467713589,0.8530910828712548
77,-0.8737396793510939,0.25551415452319315
78,-0.7107433237531051,0.007794396585165231
79,-0.6885061362931115,-0.7438429820302415
80,-0.9756633092359337,0.2604776247658087
81,-0.2819547666198279,-0.7896234302420566
82,-0.3543244445373803,-0.6621118170968301
83,0.8833896630033189,-0.3599902284773038
84,-0.33209295342122025,0.6797160067991712
85,0.2955115225720084,0.4203432148060027
86,0.2720036079779211,0.8923925678971307
87,-0.5859983368839097,0.9780784835115914
88,0.6619123551130264,0.17794517775268437
89,0.32474324879249794,0.29765175300122815
90,-0.8832075518816922,-0.5639670029361228
91,0.9229417690494983,0.06872885771875858
92,-0.24329279347617594,0.52407692677815
93,0.04903788531161912,-0.9736744571362048
94,0.4724751934302358,0.46443512010572263
95,-0.6697025757800512,0.9133201768484267
96,-0.5521837369177713,-0.08450126523560142
97,-0.7705280774781706,0.20656463890117682
98,-0.24909775988557503,-0.29365307558058906
99,0.6539537544418945,-0.9808765742990435
