374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,181,329,606,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,181,329,327,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,181,329,327,328,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,181,329,327,328,589,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,181,457,606,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,329,606,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,329,327,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,329,327,328,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,132,327,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,132,327,328,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,329,327,328,589,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,132,327,328,589,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,132,130,328,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,132,130,328,589,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,181,329,606,608,134,133,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,181,329,327,608,134,133,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,132,130,576,589,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,181,329,327,328,134,133,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,300,302,571,303,304,329,606,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,181,457,606,608,134,133,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,300,302,571,303,304,329,327,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,329,606,608,134,133,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,302,571,303,304,329,606,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,300,302,571,303,304,329,327,328,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,329,327,608,134,133,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,300,302,571,303,304,132,327,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,302,571,303,304,329,327,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,329,327,328,134,133,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,300,302,571,303,304,132,327,328,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,302,571,303,304,329,327,328,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,132,327,608,134,133,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,300,302,571,303,304,329,327,328,589,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,302,571,303,304,132,327,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,132,327,328,134,133,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,302,571,303,304,132,327,328,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,300,302,571,303,304,132,327,328,589,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,302,571,303,304,329,327,328,589,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,300,302,571,303,304,132,130,328,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,302,571,303,304,132,327,328,589,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,304,132,130,328,134,133,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,571,303,304,329,606,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,302,571,303,304,132,130,328,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,300,302,571,303,304,132,130,328,589,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,181,329,606,608,331,135,133,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,571,303,304,329,327,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,495,181,329,327,608,331,135,133,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,300,302,571,303,304,132,130,576,589,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,300,302,571,303,325,132,327,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,571,303,304,329,327,328,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,302,571,303,304,132,130,328,589,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,570,569,571,303,304,132,327,608,134,609,399,455,617,453
374,739,212,211,106,20,95,86,85,87,751,635,394,301,300,302,571,303,325,132,327,328,134,609,399,455,617,453
