vertex1,x,y
0,1021.42,1249.45
1,1346.14,1234.98
2,611.26,664.92
3,907.25,1210.27
4,1041.85,1442.78
5,468.23,1551.74
6,758.26,1830.91
7,802.83,738.42
8,769.17,1819.02
9,1055.65,897.28
10,953.44,828.19
11,838.97,1094.85
12,1124.11,831.2
13,1499.69,1115.72
14,1475.38,617.18
15,442.4,930.76
16,1167.35,1372.82
17,948.37,983.45
18,1045.0,1041.06
19,884.5,1137.82
20,1034.1,1339.49
21,1043.91,519.98
22,832.1,1169.51
23,740.05,922.24
24,869.88,1048.32
25,1067.94,1307.39
26,1173.71,653.69
27,1247.47,706.33
28,856.68,438.73
29,1082.31,840.74
30,1279.13,1385.83
31,1338.02,965.03
32,982.94,611.36
33,935.93,859.15
34,1055.43,568.52
35,666.58,673.7
36,943.85,1112.76
37,1215.93,659.58
38,1186.16,1322.66
39,921.62,979.38
40,1063.14,1024.82
41,760.85,919.27
42,1204.01,1224.13
43,977.43,1227.12
44,919.97,1097.17
45,895.1,1163.79
46,981.76,938.49
47,870.12,1157.24
48,1190.86,902.02
49,885.37,1000.65
50,1461.96,920.35
51,1424.91,867.41
52,741.45,800.16
53,1020.21,1135.63
54,811.31,1380.08
55,905.27,1339.62
56,1580.7,635.6
57,910.8,1373.87
58,1104.47,907.73
59,1156.98,1174.21
60,709.82,737.2
61,752.02,1041.17
62,650.25,1090.98
63,743.07,569.46
64,173.49,1176.4
65,1157.93,1390.32
66,1595.72,949.35
67,1042.87,1394.45
68,589.28,944.99
69,813.59,1246.38
70,866.93,356.61
71,704.9,1701.45
72,0.0,571.4285714285714
73,285.7142857142857,571.4285714285714
74,571.4285714285714,571.4285714285714
75,857.1428571428571,571.4285714285714
76,1142.857142857143,571.4285714285714
77,1428.5714285714287,571.4285714285714
78,1714.2857142857142,571.4285714285714
79,2000.0,571.4285714285714
80,0.0,1428.5714285714287
81,285.7142857142857,1428.5714285714287
82,571.4285714285714,1428.5714285714287
83,857.1428571428571,1428.5714285714287
84,1142.857142857143,1428.5714285714287
85,1428.5714285714287,1428.5714285714287
86,1714.2857142857142,1428.5714285714287
87,2000.0,1428.5714285714287
88,571.4285714285714,0.0
89,571.4285714285714,285.7142857142857
90,571.4285714285714,857.1428571428571
91,571.4285714285714,1142.857142857143
92,571.4285714285714,1714.2857142857142
93,571.4285714285714,2000.0
94,1428.5714285714287,0.0
95,1428.5714285714287,285.7142857142857
96,1428.5714285714287,857.1428571428571
97,1428.5714285714287,1142.857142857143
98,1428.5714285714287,1714.2857142857142
99,1428.5714285714287,2000.0
