41,0,48
41,1,48
41,8,48
41,31,48
41,0,14,48
41,8,6,48
41,2,14,48
41,8,31,48
41,7,0,48
41,0,19,48
41,31,8,48
41,0,47,48
41,31,12,48
41,11,0,48
41,31,47,48
41,7,8,48
41,8,47,48
41,2,8,48
41,11,1,48
41,7,19,48
41,2,19,48
41,11,14,48
41,7,47,48
41,11,19,48
41,15,47,48
41,11,47,48
41,26,47,48
41,15,6,48
41,39,47,48
41,26,31,48
41,15,31,48
41,44,47,48
41,39,1,48
41,46,47,48
41,44,8,48
41,39,19,48
41,49,8,48
41,46,8,48
41,44,19,48
41,49,12,48
41,44,31,48
41,46,19,48
41,15,47,0,48
41,11,2,14,48
41,26,47,0,48
41,44,19,0,48
41,44,31,8,48
41,46,19,0,48
41,11,47,0,48
41,31,12,6,48
41,11,14,0,48
41,0,5,19,48
41,46,19,12,48
41,31,12,14,48
41,11,14,12,48
41,0,7,47,48
41,11,47,8,48
41,44,31,12,48
41,44,19,12,48
41,11,19,0,48
41,0,19,12,48
41,1,9,47,48
41,26,47,8,48
41,11,2,8,48
41,7,5,0,48
41,11,9,47,48
41,15,47,8,48
41,31,8,6,48
41,8,6,12,48
41,46,5,0,48
41,44,4,1,48
41,2,14,0,48
41,49,4,1,48
41,2,4,1,48
41,15,31,8,48
41,44,8,6,48
41,49,8,6,48
41,46,8,6,48
41,49,8,31,48
41,46,8,31,48
41,49,8,47,48
41,46,8,47,48
41,49,12,6,48
41,2,11,0,48
41,49,12,14,48
41,2,16,0,48
41,2,11,1,48
41,49,12,19,48
41,2,23,0,48
41,2,16,12,48
41,2,11,14,48
41,49,12,31,48
41,2,28,1,48
41,2,11,19,48
41,2,23,6,48
41,2,29,14,48
41,2,28,8,48
41,2,11,47,48
41,2,23,8,48
41,2,29,6,48
41,2,28,14,48
41,2,35,19,48
41,2,23,47,48
41,15,31,12,48
41,44,8,31,48
41,2,4,6,48
41,39,5,0,48
41,10,32,8,48
41,49,4,6,48
41,49,7,0,48
41,39,19,0,48
41,2,14,12,48
41,44,4,6,48
41,7,47,0,48
41,0,14,12,48
41,46,5,19,48
41,44,5,0,48
41,46,47,0,48
41,46,7,0,48
41,7,19,0,48
41,7,0,14,48
41,31,8,47,48
41,15,47,14,48
41,8,2,14,48
41,11,9,1,48
41,11,22,6,48
41,2,8,6,48
41,2,19,0,48
41,15,6,8,48
41,44,47,0,48
41,2,19,12,48
41,15,6,12,48
41,44,47,8,48
41,2,19,47,48
41,7,5,19,48
41,44,47,14,48
41,7,16,0,48
41,11,22,8,48
41,44,47,19,48
41,7,21,47,48
41,7,16,12,48
41,11,22,12,48
41,44,47,31,48
41,7,22,6,48
41,2,8,31,48
41,11,35,19,48
41,7,23,0,48
41,7,22,8,48
41,2,8,47,48
41,7,25,14,48
41,7,23,6,48
41,7,22,12,48
41,7,27,47,48
41,7,25,6,48
41,7,23,8,48
41,7,25,12,48
41,7,23,47,48
41,7,28,1,48
41,26,31,8,48
41,7,32,8,48
41,7,28,8,48
41,26,31,12,48
41,7,33,1,48
41,7,28,14,48
41,26,31,47,48
41,7,35,19,48
41,7,33,6,48
41,7,38,47,48
41,7,33,8,48
41,7,43,19,48
41,7,38,1,48
41,7,33,14,48
41,7,45,6,48
41,7,43,47,48
41,7,38,12,48
41,7,33,31,48
41,7,46,19,48
41,7,45,1,48
41,7,38,19,48
41,7,49,8,48
41,7,45,8,48
41,7,46,8,48
41,7,49,12,48
41,7,46,47,48
41,11,2,19,48
41,8,2,19,48
41,8,7,0,48
41,26,47,14,48
41,8,17,0,48
41,8,7,19,48
41,26,47,19,48
41,8,20,14,48
41,8,17,6,48
41,8,7,47,48
41,26,47,31,48
41,8,22,6,48
41,8,17,19,48
41,8,23,0,48
41,8,22,12,48
41,8,28,1,48
41,8,23,6,48
41,8,30,19,48
41,8,28,14,48
41,8,23,47,48
41,8,33,1,48
41,15,47,19,48
41,31,15,47,48
41,15,4,1,48
41,7,19,12,48
41,7,0,19,48
41,1,11,47,48
41,46,7,8,48
41,46,27,47,48
41,26,9,47,48
41,0,19,47,48
41,46,47,8,48
41,44,5,19,48
41,11,19,12,48
41,44,28,1,48
41,7,8,6,48
41,0,47,8,48
41,39,47,0,48
41,44,19,47,48
41,0,14,47,48
41,7,47,8,48
41,44,31,47,48
41,44,4,19,48
41,2,14,47,48
41,0,47,14,48
41,39,47,8,48
41,7,8,31,48
41,7,47,14,48
41,0,47,19,48
41,39,47,14,48
41,7,8,47,48
41,7,47,19,48
41,0,47,31,48
41,39,47,19,48
41,44,28,8,48
41,7,47,31,48
41,8,47,0,48
41,39,47,31,48
41,44,28,14,48
41,11,47,14,48
41,8,47,14,48
41,39,19,12,48
41,44,29,14,48
41,11,47,19,48
41,8,47,19,48
41,39,19,47,48
41,44,34,47,48
41,44,29,6,48
41,11,47,31,48
41,8,47,31,48
41,44,35,19,48
41,44,34,31,48
41,11,19,47,48
41,49,7,8,48
41,44,36,0,48
41,46,47,14,48
41,49,7,19,48
41,44,43,19,48
41,44,36,1,48
41,46,47,19,48
41,49,7,47,48
41,44,46,8,48
41,44,43,47,48
41,44,36,12,48
41,46,47,31,48
41,44,46,19,48
41,44,36,19,48
41,0,7,8,48
41,44,46,47,48
41,49,9,47,48
41,0,7,19,48
41,26,9,1,48
41,49,20,14,48
41,49,9,1,48
41,49,4,19,48
41,49,21,47,48
41,49,20,8,48
41,26,17,0,48
41,49,23,0,48
41,8,31,12,48
41,26,20,14,48
41,26,17,6,48
41,49,25,14,48
41,49,23,6,48
41,8,31,47,48
41,26,23,0,48
41,26,20,8,48
41,26,17,8,48
41,49,26,47,48
41,49,25,6,48
41,49,23,8,48
41,26,28,1,48
41,26,23,6,48
41,49,32,8,48
41,49,26,31,48
41,49,25,12,48
41,49,23,47,48
41,26,36,0,48
41,26,28,8,48
41,26,23,8,48
41,49,38,47,48
41,26,17,19,48
41,49,45,8,48
41,49,38,1,48
41,49,46,8,48
41,49,45,1,48
41,49,38,12,48
41,49,46,19,48
41,49,45,6,48
41,49,38,19,48
41,49,46,47,48
41,26,37,1,48
41,26,36,1,48
41,26,40,19,48
